Id,Name,Shape Library,Page ID,Contained By,Group,Line Source,Line Destination,Source Arrow,Destination Arrow,Text Area 1,Text Area 2,argument_public,argument_referent,be_developed,be_instanciated,description_module_reference,family,file_module_reference,id,module_reference,number_link,summary,type
388,Line,,332,,,345,350,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
389,Line,,332,,,333,351,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
390,Line,,332,,,333,352,None,Arrow,,,,,,,,solved_by,,,,1,,3
391,Line,,332,,,352,353,None,Arrow,,,,,,,,solved_by,,,,1,,3
392,Line,,332,,,333,354,None,Hollow Arrow,,,,,,,,,,,,,,
393,Line,,332,,,333,356,None,Hollow Arrow,,,,,,,,,,,,,,
394,Line,,332,,,338,353,None,Arrow,,,,,,,,solved_by,,,,1,,3
395,Line,,332,,,333,357,None,Hollow Arrow,,,,,,,,,,,,,,
396,Line,,332,,,336,359,None,Hollow Arrow,,,,,,,,,,,,,,
397,Line,,332,,,340,360,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
398,Line,,332,,,333,370,None,Hollow Arrow,,,,,,,,,,,,,,
399,Line,,332,,,365,366,None,Arrow,,,,,,,,,,,,,,
400,Line,,332,,,363,365,None,Arrow,,,,,,,,,,,,,,
401,Line,,332,,,366,362,None,Arrow,,,,,,,,,,,,,,
402,Line,,332,,,340,364,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
403,Line,,332,,,340,367,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
404,Line,,332,,,363,368,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
405,Line,,332,,,340,369,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
406,Line,,332,,,336,333,None,Arrow,,,,,,,,,,,,,,
407,Line,,332,,,340,363,None,Arrow,,,,,,,,,,,,,,
408,Page,,,,,,,,,Fig 1,,,,,,,,,,,,,
409,MinimalTextBlock,Default,408,,,,,,,Shown in Figure 3,,,,,,,,,,,,,
410,Imported Shape,,408,,,,,,,Legend,,,,,,,,,,,,,
411,Imported Shape,,408,,,,,,,{Goal Identifier},<Claim Statement>,true,,true,true,,goal,,{Goal Identifier} ,,,<Claim Statement> ,1
412,Imported Shape,,408,,,,,,,{Strategy Identifier},<Strategy Statement>,,,true,true,,strategy,,{Strategy Identifier} ,,,<Strategy Statement> ,1
413,Imported Shape,,408,,,,,,,{Context Identifier},<Context Statement>,true,,true,true,,context,,{Context Identifier} ,,,<Context Statement> ,2
414,Decision,Flowchart Shapes,408,,,,,,,,,,,,,,,,,,,,
415,Text,Default,408,,,,,,,To be developed,,,,,,,,,,,,,
416,Imported Shape,,408,,,,,,,Classification Network Claim,Classification network achieves or exceeds expert performance with tissue segmentation maps as input,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
417,Imported Shape,,408,,,,,,,ML Assurance Claim,Automated Retinal Diagnosis provides the correct diagnosis and referral in the defined clinical setting ,true,,true,true,,goal,,HIT Safety ,,,Health IT is safe to use in the defined care setting ,1
418,Imported Shape,,408,,,,,,,Automated Retinal Diagnosis,A deep learning architecture comprising 2 different Neural Networks: segmentation & classification,true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
419,Imported Shape,,408,,,,,,,Assurance Strategy,Argument over sufficiency of both networks ,,,true,true,,strategy,,Risk Strategy ,,,Argument based on HIT clinical risks ,1
420,Imported Shape,,408,,,,,,,Segmentation Network Claim,Segmentation network creates detailed human interpretable tissue-segmentation maps,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
421,Imported Shape,,408,,,,,,,Segmentation Network ,3-dimensional U-Net architecture to translate a raw OCT scan to a tissue-segmentation map ,true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
422,Imported Shape,,408,,,,,,,Clinical Setting,"Triage in an ophthalmology referral pathway at Moorfields Eye Hospital, with more than 50 common diagnoses",true,,true,true,,context,,HIT ,,,HIT Specifications ,2
423,Imported Shape,,408,,,,,,,Classification Network,3-dimensional version of dense blocks using 3 × 3 × 1 and 1 × 1 × 3 convolutions,true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
424,Isosceles Triangle,Geometric Shapes,408,,,,,,,,,,,,,,,,,,,,
425,MinimalTextBlock,Default,408,,,,,,,Shown in Figure 4,,,,,,,,,,,,,
426,Isosceles Triangle,Geometric Shapes,408,,,,,,,,,,,,,,,,,,,,
427,Imported Shape,,408,,,,,,,{Solution},<Evidence Reference>,true,,true,true,,solution,,HL 1 ,,,Hazard Log (acceptable clinical risks) ,1
428,Text,Default,408,,,,,,,In context of,,,,,,,,,,,,,
429,Text,Default,408,,,,,,,Supported by,,,,,,,,,,,,,
430,Line,,408,,,417,422,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
431,Line,,408,,,417,418,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
432,Line,,408,,,419,421,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
433,Line,,408,,,419,423,None,Hollow Arrow,,,,,,,,,,,,,,
434,Line,,408,,,417,419,None,Arrow,,,,,,,,,,,,,,
435,Line,,408,,,419,420,None,Arrow,,,,,,,,,,,,,,
436,Line,,408,,,419,416,None,Arrow,,,,,,,,,,,,,,
437,Line,,408,,,428,,Hollow Arrow,None,,,,,,,,,,,,,,
438,Line,,408,,,429,,Arrow,None,,,,,,,,,,,,,,
439,Page,,,,,,,,,Fig 2,,,,,,,,,,,,,
440,Imported Shape,,439,,,,,,,Segmentation Network Claim,Segmentation network creates detailed human interpretable tissue-segmentation maps,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
441,Imported Shape,,439,,,,,,,"Tissue-segmentation Map 
",Used for identifying clinical features in scans for diagnosis,true,,true,true,,context,,HIT ,,,HIT Specifications ,2
442,Imported Shape,,439,,,,,,,Unambiguous Regions,Tissue-segmentation map obtained by network is consistent with manual segmentation map,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
443,Imported Shape,,439,,,,,,,"Segmentation Visualisation
",Clinicians can visualise segmentation outcome & understand process rather simply presented with a diagnosis & referral suggestions ,true,,true,true,,context,,HIT ,,,HIT Specifications ,2
444,Imported Shape,,439,,,,,,,Ambiguous Regions,The ambiguous regions in OCT scans are addressed by training multiple instances of the network,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
445,Imported Shape,,439,,,,,,,Ambigous Regions Evidence,Video displaying multiple segmentation hypotheses ,true,,true,true,,solution,,HL 1 ,,,Hazard Log (acceptable clinical risks) ,1
446,Imported Shape,,439,,,,,,,Segmentation Outcome Interpretability,"The tissue-segmentation map is readily viewable by a clinician 
",true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
447,Imported Shape,,439,,,,,,,Output Strategy,Argument over ambiguous and unambiguous regions,,,true,true,,strategy,,Risk Strategy ,,,Argument based on HIT clinical risks ,1
448,Decision,Flowchart Shapes,439,,,,,,,,,,,,,,,,,,,,
449,Imported Shape,,439,,,,,,,Ambiguous Regions,"Different maps, similar to experts, agree in areas where image is clear but may contain different but plausible interpretations in low-quality regions",true,,true,true,,context,,HIT ,,,HIT Specifications ,2
450,Imported Shape,,439,,,,,,,Automated Segmentation  Evidence,Results of Segmentation Network ,true,,true,true,,solution,,HL 1 ,,,Hazard Log (acceptable clinical risks) ,1
451,Imported Shape,,439,,,,,,,Experts Profiles,Manual segmentation by trained ophthalmologists & then reviewed and edited by a senior ophthalmologist with over 10 years of experience,true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
452,Imported Shape,,439,,,,,,,Device Independence evidence,Performance Results ,true,,true,true,,solution,,HL 1 ,,,Hazard Log (acceptable clinical risks) ,1
453,Imported Shape,,439,,,,,,,Segmentation Outcome Performance,Segmentation network produces device-independent tissue-segmentation maps,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
454,Imported Shape,,439,,,,,,,Training Data,Scans from two different devices Topcon 3D  (877) & Spectralis (152),true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
455,Imported Shape,,439,,,,,,,Device Training Strategy,Argument by training segmentation network on scans from 2 different devices,,,true,true,,strategy,,Risk Strategy ,,,Argument based on HIT clinical risks ,1
456,Imported Shape,,439,,,,,,,Device Independence Results,An Area Under ROC Curve (AUC) of 99.21 and 99.93 is achieved respectively for the 1st and the 2nd device considering urgent referral,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
457,Imported Shape,,439,,,,,,, Test Data,Scans from two different devices Topcon 3D  (997) & Spectralis (116),true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
458,Imported Shape,,439,,,,,,,Device Independence ,"A tissue segmentation map independent from the OCT scan device, making classification network device independent",true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
459,Imported Shape,,439,,,,,,, Validation Data,Scans from two different devices Topcon 3D  (224) & Spectralis (112),true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
460,Line,,439,,,440,441,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
461,Line,,439,,,447,442,None,Arrow,,,,,,,,,,,,,,
462,Line,,439,,,442,450,None,Arrow,,,,,,,,,,,,,,
463,Line,,439,,,446,443,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
464,Line,,439,,,453,447,None,Arrow,,,,,,,,,,,,,,
465,Line,,439,,,444,445,None,Arrow,,,,,,,,,,,,,,
466,Line,,439,,,440,446,None,Arrow,,,,,,,,,,,,,,
467,Line,,439,,,447,444,None,Arrow,,,,,,,,,,,,,,
468,Line,,439,,,444,449,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
469,Line,,439,,,440,451,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
470,Line,,439,,,455,456,None,Arrow,,,,,,,,,,,,,,
471,Line,,439,,,453,455,None,Arrow,,,,,,,,,,,,,,
472,Line,,439,,,456,452,None,Arrow,,,,,,,,,,,,,,
473,Line,,439,,,440,454,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
474,Line,,439,,,440,457,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
475,Line,,439,,,453,458,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
476,Line,,439,,,440,459,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
477,Line,,439,,,440,453,None,Arrow,,,,,,,,,,,,,,
478,Page,,,,,,,,,Fig 3,,,,,,,,,,,,,
479,Imported Shape,,478,,,,,,,Classification Network Claim,Classification network achieves or exceeds expert performance with tissue segmentation maps as input,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
480,Imported Shape,,478,,,,,,,Experts Profiles,"4 retina specialists with 21, 21, 13 and 12 years of experience and 4 optometrists with 15, 9, 6 and 3 years of experience ",true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
481,Imported Shape,,478,,,,,,,Performance ,"Using only OCT scans, network performance matched the 2 best retina specialists and outperformed all other experts",true,,true,true,,goal,,Clinical Benefits ,,,Overriding clinical benefits outweigh the residual clinical risk and further control is not practicable ,1
482,Imported Shape,,478,,,,,,,Training Data,14884 scans for 7621 patients who were referred with macular pathology symptoms,true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
483,Imported Shape,,478,,,,,,,Timeline,Experts had 2 sessions with a two week gap: (1) referral with only scans; (2) referral with scans plus fundus images & clinical notes,true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
484,Imported Shape,,478,,,,,,,Performance + Clinical Info,With additional information expert performance improved but the network remained as good as the best 5 experts and outperformed the other 3.,true,,true,true,,goal,,Clinical Benefits ,,,Overriding clinical benefits outweigh the residual clinical risk and further control is not practicable ,1
485,Imported Shape,,478,,,,,,,Classification Performance Evidence,Results on Patient Referral Decisions ,true,,true,true,,solution,,HL 2 ,,,Hazard Log (unacceptable clinical risks) ,1
486,Imported Shape,,478,,,,,,,Gold Standard,Gold standard obtained by examining clinical records to determine the final diagnosis and optimal referral pathway,true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
487,Imported Shape,,478,,,,,,,Test Data,997 included in the gold standard (not included in training dataset ),true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
488,Imported Shape,,478,,,,,,,"Clinical Impact Weighting
","By weighted different types of diagnostic errors, performance was not achieved at cost of missing clinically important sight-threatening diagnoses",true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
489,Imported Shape,,478,,,,,,,Validation Data,993 graded by three junior graders. Disagreement in clinical labels arbitrated by a senior grader. ,true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
490,Line,,478,,,479,481,None,Arrow,,,,,,,,solved_by,,,,1,,3
491,Line,,478,,,479,480,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
492,Line,,478,,,479,482,None,Hollow Arrow,,,,,,,,,,,,,,
493,Line,,478,,,479,483,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
494,Line,,478,,,479,484,None,Arrow,,,,,,,,solved_by,,,,1,,3
495,Line,,478,,,484,485,None,Arrow,,,,,,,,solved_by,,,,1,,3
496,Line,,478,,,479,486,None,Hollow Arrow,,,,,,,,,,,,,,
497,Line,,478,,,479,487,None,Hollow Arrow,,,,,,,,,,,,,,
498,Line,,478,,,481,485,None,Arrow,,,,,,,,solved_by,,,,1,,3
499,Line,,478,,,479,488,None,Hollow Arrow,,,,,,,,,,,,,,
500,Line,,478,,,479,489,None,Hollow Arrow,,,,,,,,,,,,,,
501,Page,,,,,,,,,Fig 4,,,,,,,,,,,,,
502,Imported Shape,,501,,,,,,,Device Independence evidence,"Performance Results 
(Table 1)",true,,true,true,,solution,,HL 1 ,,,Hazard Log (acceptable clinical risks) ,1
503,Imported Shape,,501,,,,,,,Transition between Networks,Segmentation network creates a device-independent tissue-segmentation map,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
504,Imported Shape,,501,,,,,,,Device Independence Training Data,Scans from two different devices Topcon 3D  (877) and Spectralis (152),true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
505,Imported Shape,,501,,,,,,,Training Device Strategy,Argument by training segmentation network on scans from 2 different devices,,,true,true,,strategy,,Risk Strategy ,,,Argument based on HIT clinical risks ,1
506,Imported Shape,,501,,,,,,,Device Independence Results,An Area Under ROC Curve (AUC) of 99.21 and 99.93 is achieved respectively for the 1st and the 2nd device considering urgent referral,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
507,Imported Shape,,501,,,,,,,Device Independence Test Data,Scans from two different devices Topcon 3D  (224) and Spectralis (116),true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
508,Imported Shape,,501,,,,,,,Device Independence ,"Ability to build a tissue segmentation map independent from the OCT scan device, making classification network device independent",true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
509,Line,,501,,,505,506,None,Arrow,,,,,,,,,,,,,,
510,Line,,501,,,503,505,None,Arrow,,,,,,,,,,,,,,
511,Line,,501,,,506,502,None,Arrow,,,,,,,,,,,,,,
512,Line,,501,,,505,504,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
513,Line,,501,,,505,507,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
514,Line,,501,,,503,508,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
515,Page,,,,,,,,,all,,,,,,,,,,,,,
516,Imported Shape,,515,,,,,,,Classification Network Claim,Classification network achieves or exceeds expert performance with tissue segmentation maps as input,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
517,Imported Shape,,515,,,,,,,ML Assurance Claim,Automated Retinal Diagnosis provides the correct diagnosis and referral in the defined clinical setting ,true,,true,true,,goal,,HIT Safety ,,,Health IT is safe to use in the defined care setting ,1
518,Imported Shape,,515,,,,,,,Automated Retinal Diagnosis,A deep learning architecture comprising 2 different Neural Networks: segmentation & classification,true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
519,Imported Shape,,515,,,,,,,Assurance Strategy,Argument over sufficiency of both networks ,,,true,true,,strategy,,Risk Strategy ,,,Argument based on HIT clinical risks ,1
520,Imported Shape,,515,,,,,,,Experts Profiles,"4 retina specialists with 21, 21, 13 and 12 years of experience and 4 optometrists with 15, 9, 6 and 3 years of experience ",true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
521,Imported Shape,,515,,,,,,,Performance ,"Using only OCT scans, network performance matched the 2 best retina specialists and outperformed all other experts",true,,true,true,,goal,,Clinical Benefits ,,,Overriding clinical benefits outweigh the residual clinical risk and further control is not practicable ,1
522,Imported Shape,,515,,,,,,,Training Data,14884 scans for 7621 patients who were referred with macular pathology symptoms,true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
523,Imported Shape,,515,,,,,,,Segmentation Network Claim,Segmentation network creates detailed human interpretable tissue-segmentation maps,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
524,Imported Shape,,515,,,,,,,Segmentation Network ,3-dimensional U-Net architecture to translate a raw OCT scan to a tissue-segmentation map ,true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
525,Imported Shape,,515,,,,,,,"Tissue-segmentation Map 
",Used for identifying clinical features in scans for diagnosis,true,,true,true,,context,,HIT ,,,HIT Specifications ,2
526,Imported Shape,,515,,,,,,,Unambiguous Regions,Tissue-segmentation map obtained by network is consistent with manual segmentation map,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
527,Imported Shape,,515,,,,,,,"Segmentation Visualisation
",Clinicians can visualise segmentation outcome & understand process rather simply presented with a diagnosis & referral suggestions ,true,,true,true,,context,,HIT ,,,HIT Specifications ,2
528,Imported Shape,,515,,,,,,,Ambiguous Regions,The ambiguous regions in OCT scans are addressed by training multiple instances of the network,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
529,Imported Shape,,515,,,,,,,Ambigous Regions Evidence,Video displaying multiple segmentation hypotheses ,true,,true,true,,solution,,HL 1 ,,,Hazard Log (acceptable clinical risks) ,1
530,Imported Shape,,515,,,,,,,Segmentation Outcome Interpretability,"The tissue-segmentation map is readily viewable by a clinician 
",true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
531,Imported Shape,,515,,,,,,,Output Strategy,Argument over ambiguous and unambiguous regions,,,true,true,,strategy,,Risk Strategy ,,,Argument based on HIT clinical risks ,1
532,Decision,Flowchart Shapes,515,,,,,,,,,,,,,,,,,,,,
533,Imported Shape,,515,,,,,,,Ambiguous Low-quality Regions,"Different maps, similar to human experts, agree in areas where image is clear but may contain different (but plausible) interpretations in ambiguous low-quality regions",true,,true,true,,context,,HIT ,,,HIT Specifications ,2
534,Imported Shape,,515,,,,,,,Timeline,Experts had 2 sessions with a two week gap: (1) referral with only scans; (2) referral with scans plus fundus images & clinical notes,true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
535,Imported Shape,,515,,,,,,,Performance + Clinical Info,With additional information expert performance improved but the network remained as good as the best 5 experts and outperformed the other 3.,true,,true,true,,goal,,Clinical Benefits ,,,Overriding clinical benefits outweigh the residual clinical risk and further control is not practicable ,1
536,Imported Shape,,515,,,,,,,Classification Performance Evidence,Results on Patient Referral Decisions ,true,,true,true,,solution,,HL 2 ,,,Hazard Log (unacceptable clinical risks) ,1
537,Imported Shape,,515,,,,,,,Gold Standard,Gold standard obtained by examining clinical records to determine the final diagnosis and optimal referral pathway,true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
538,Imported Shape,,515,,,,,,,Clinical Setting,"Triage in an ophthalmology referral pathway at Moorfields Eye Hospital, with more than 50 common diagnoses",true,,true,true,,context,,HIT ,,,HIT Specifications ,2
539,Imported Shape,,515,,,,,,,Test Data,997 included in the gold standard (not included in training dataset ),true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
540,Imported Shape,,515,,,,,,,"Clinical Impact Weighting
","By weighted different types of diagnostic errors, performance was not achieved at cost of missing clinically important sight-threatening diagnoses",true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
541,Imported Shape,,515,,,,,,,Automated Segmentation  Evidence,Results of Segmentation Network ,true,,true,true,,solution,,HL 1 ,,,Hazard Log (acceptable clinical risks) ,1
542,Imported Shape,,515,,,,,,,Classification Network,3-dimensional version of dense blocks using 3 × 3 × 1 and 1 × 1 × 3 convolutions,true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
543,Imported Shape,,515,,,,,,,Experts Profiles,Manual segmentation by X trained ophthalmologists & then reviewed and edited by a senior ophthalmologist with over 10 years of experience,true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
544,Imported Shape,,515,,,,,,,Device Independence evidence,Performance Results ,true,,true,true,,solution,,HL 1 ,,,Hazard Log (acceptable clinical risks) ,1
545,Imported Shape,,515,,,,,,,Segmentation Outcome Performance,Segmentation network produces device-independent tissue-segmentation maps,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
546,Imported Shape,,515,,,,,,,Training Data,Scans from two different devices Topcon 3D  (877) & Spectralis (152),true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
547,Imported Shape,,515,,,,,,,Device Training Strategy,Argument by training segmentation network on scans from 2 different devices,,,true,true,,strategy,,Risk Strategy ,,,Argument based on HIT clinical risks ,1
548,Imported Shape,,515,,,,,,,Device Independence Results,An Area Under ROC Curve (AUC) of 99.21 and 99.93 is achieved respectively for the 1st and the 2nd device considering urgent referral,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
549,Imported Shape,,515,,,,,,, Test Data,Scans from two different devices Topcon 3D  (997) & Spectralis (116),true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
550,Imported Shape,,515,,,,,,,Device Independence ,"A tissue segmentation map independent from the OCT scan device, making classification network device independent",true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
551,Imported Shape,,515,,,,,,, Validation Data,Scans from two different devices Topcon 3D  (224) & Spectralis (112),true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
552,Imported Shape,,515,,,,,,,Validation Data,993 graded by three junior graders. Disagreement in clinical labels arbitrated by a senior grader. ,true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
553,Line,,515,,,517,538,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
554,Line,,515,,,517,518,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
555,Line,,515,,,517,519,None,Arrow,,,,,,,,solved_by,,,,1,,3
556,Line,,515,,,516,521,None,Arrow,,,,,,,,solved_by,,,,1,,3
557,Line,,515,,,516,520,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
558,Line,,515,,,516,522,None,Hollow Arrow,,,,,,,,,,,,,,
559,Line,,515,,,519,523,None,Arrow,,,,,,,,,,,,,,
560,Line,,515,,,523,525,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
561,Line,,515,,,519,524,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
562,Line,,515,,,531,526,None,Arrow,,,,,,,,,,,,,,
563,Line,,515,,,526,541,None,Arrow,,,,,,,,,,,,,,
564,Line,,515,,,530,527,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
565,Line,,515,,,545,531,None,Arrow,,,,,,,,,,,,,,
566,Line,,515,,,528,529,None,Arrow,,,,,,,,,,,,,,
567,Line,,515,,,523,530,None,Arrow,,,,,,,,,,,,,,
568,Line,,515,,,531,528,None,Arrow,,,,,,,,,,,,,,
569,Line,,515,,,528,533,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
570,Line,,515,,,516,534,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
571,Line,,515,,,516,535,None,Arrow,,,,,,,,solved_by,,,,1,,3
572,Line,,515,,,535,536,None,Arrow,,,,,,,,solved_by,,,,1,,3
573,Line,,515,,,516,537,None,Hollow Arrow,,,,,,,,,,,,,,
574,Line,,515,,,516,539,None,Hollow Arrow,,,,,,,,,,,,,,
575,Line,,515,,,521,536,None,Arrow,,,,,,,,solved_by,,,,1,,3
576,Line,,515,,,516,540,None,Hollow Arrow,,,,,,,,,,,,,,
577,Line,,515,,,519,542,None,Hollow Arrow,,,,,,,,,,,,,,
578,Line,,515,,,523,543,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
579,Line,,515,,,516,552,None,Hollow Arrow,,,,,,,,,,,,,,
580,Line,,515,,,547,548,None,Arrow,,,,,,,,,,,,,,
581,Line,,515,,,545,547,None,Arrow,,,,,,,,,,,,,,
582,Line,,515,,,548,544,None,Arrow,,,,,,,,,,,,,,
583,Line,,515,,,523,546,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
584,Line,,515,,,523,549,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
585,Line,,515,,,545,550,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
586,Line,,515,,,523,551,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
587,Line,,515,,,519,516,None,Arrow,,,,,,,,,,,,,,
588,Line,,515,,,523,545,None,Arrow,,,,,,,,,,,,,,
589,Page,,,,,,,,,ML Arg Pattern,,,,,,,,,,,,,
590,Imported Shape,,589,,,,,,,Performance Claim,,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
591,Imported Shape,,589,,,,,,,Machine Learning Technology,,true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
592,Imported Shape,,589,,,,,,,Training Data,,true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
593,Imported Shape,,589,,,,,,,Setting,,true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
594,Imported Shape,,589,,,,,,,Performance Evidence,,true,,true,true,,solution,,HL 2 ,,,Hazard Log (unacceptable clinical risks) ,1
595,Imported Shape,,589,,,,,,,Test Data,,true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
596,MinimalTextBlock,Default,589,,620,,,,,ACP1,,,,,,,,,,,,,
597,Text,Default,589,,620,,,,,,,,,,,,,,,,,,
598,MinimalTextBlock,Default,589,,621,,,,,ACP2,,,,,,,,,,,,,
599,Text,Default,589,,621,,,,,,,,,,,,,,,,,,
600,MinimalTextBlock,Default,589,,622,,,,,ACP7,,,,,,,,,,,,,
601,Text,Default,589,,622,,,,,,,,,,,,,,,,,,
602,MinimalTextBlock,Default,589,,623,,,,,ACP5,,,,,,,,,,,,,
603,Text,Default,589,,623,,,,,,,,,,,,,,,,,,
604,MinimalTextBlock,Default,589,,624,,,,,ACP4,,,,,,,,,,,,,
605,Text,Default,589,,624,,,,,,,,,,,,,,,,,,
